,cluster,names,president,x_vals,y_vales
421,3,Speech_421,Lyndon Baines Johnson,0.45840531353956326,0.06282267414882668
422,7,Speech_422,Lyndon Baines Johnson,-0.2283067329832882,0.15132174578587224
423,6,Speech_423,Lyndon Baines Johnson,-0.1871620097757289,0.03940840594545172
424,5,Speech_424,Lyndon Baines Johnson,0.1009483815665023,-0.055719755037439804
425,3,Speech_425,Richard Milhous Nixon,0.01500618693255969,0.5211803449879479
426,6,Speech_426,Richard Milhous Nixon,-0.03070910734050765,0.47243633964375953
427,5,Speech_427,Richard Milhous Nixon,0.17687983198676377,0.1769088413092143
428,6,Speech_428,Richard Milhous Nixon,-0.07680399329100854,0.6033283233461998
429,5,Speech_429,Richard Milhous Nixon,0.1873142012390058,0.1443097248706139
430,6,Speech_430,Richard Milhous Nixon,0.294411722739274,0.4752318940018119
431,6,Speech_431,Richard Milhous Nixon,-0.03070910734051018,0.4724363396437829
432,7,Speech_432,Richard Milhous Nixon,0.0036021650836114555,0.6906844009681058
433,5,Speech_433,Richard Milhous Nixon,0.1886468261377576,0.058681798100886085
434,6,Speech_434,Richard Milhous Nixon,-0.07678648875188322,0.6033310997346666
435,6,Speech_435,Richard Milhous Nixon,-0.07846612326799328,0.6030630273593603
436,6,Speech_436,Richard Milhous Nixon,-0.04972480082406565,0.30776592839703154
437,3,Speech_437,Richard Milhous Nixon,0.015006186932540314,0.5211803449879184
438,3,Speech_438,Richard Milhous Nixon,0.03697938797168384,0.283901612130766
439,6,Speech_439,Richard Milhous Nixon,0.015006186932451607,0.5211803449879615
440,3,Speech_440,Richard Milhous Nixon,-0.17495461536721352,0.24541581545493843
441,3,Speech_441,Richard Milhous Nixon,-0.3571984589215768,0.23241148410201004
442,5,Speech_442,Richard Milhous Nixon,0.541969443576129,0.06353359857861889
443,2,Speech_443,Richard Milhous Nixon,0.6933298320509378,-0.2890793876711833
444,2,Speech_444,Richard Milhous Nixon,-0.2981133851737463,-0.06982510153106476
445,3,Speech_445,Richard Milhous Nixon,0.03697938797168511,0.2839016121307656
446,3,Speech_446,Gerald Rudolph Ford,-0.38118219378477225,0.2079549154465943
447,3,Speech_447,Richard Milhous Nixon,-0.18909210795150858,0.5939893001524144
448,4,Speech_448,Gerald Rudolph Ford,-0.2864673745991067,0.08777285283424144
449,1,Speech_449,Gerald Rudolph Ford,-0.2122935223612436,-0.10691253518656237
450,1,Speech_450,Gerald Rudolph Ford,0.3560649970060251,0.283111955785595
451,5,Speech_451,Gerald Rudolph Ford,0.4312519607987414,-0.0062182963992964135
452,5,Speech_452,Gerald Rudolph Ford,0.5673649264234815,0.1096411765013451
453,6,Speech_453,Gerald Rudolph Ford,0.010354453082724204,-0.24024695883495062
454,3,Speech_454,Gerald Rudolph Ford,0.006957415187952914,0.28313678739635023
455,5,Speech_455,Gerald Rudolph Ford,0.6933298160687026,-0.28907942396374625
456,1,Speech_456,Gerald Rudolph Ford,-0.20775491666443002,0.26538986741682974
457,1,Speech_457,Gerald Rudolph Ford,0.015006186932499,0.5211803449879452
458,5,Speech_458,Gerald Rudolph Ford,0.18864682613776362,0.058681798100887764
459,5,Speech_459,Gerald Rudolph Ford,0.176879831986763,0.17690884130921358
460,3,Speech_460,Ronald Wilson Reagan,0.015006186932545245,0.5211803449879328
461,2,Speech_461,Jimmy Carter,0.6867986184930269,0.011483211205219305
462,2,Speech_462,Jimmy Carter,0.5008642534872099,-0.020593118644956127
463,2,Speech_463,Jimmy Carter,0.29961545616789614,0.01657995107857252
464,5,Speech_464,Gerald Rudolph Ford,0.18731420123901452,0.14430972487062022
465,3,Speech_465,Jimmy Carter,-0.20775491666442475,0.26538986741682363
466,5,Speech_466,Jimmy Carter,0.3595634063846166,0.2289286505616183
467,2,Speech_467,Jimmy Carter,0.31886077386137107,-0.3164307492875222
468,5,Speech_468,Jimmy Carter,0.33661336594919444,-0.012100642144530658
469,1,Speech_469,Jimmy Carter,-0.17495461536721166,0.2454158154549367
470,1,Speech_470,Jimmy Carter,-0.22830673156662323,0.15132174409279245
471,5,Speech_471,Jimmy Carter,0.5673649264235219,0.10964117650101265
472,5,Speech_472,Jimmy Carter,0.17687983198677076,0.17690884130922113
473,1,Speech_473,Jimmy Carter,-0.2283067315218336,0.15132174403925816
474,5,Speech_474,Jimmy Carter,0.6867986184898938,0.011483210885261611
475,1,Speech_475,Jimmy Carter,0.378624003960673,-0.21457154420930824
476,5,Speech_476,Jimmy Carter,0.32723853003057585,-0.016040468355825878
477,5,Speech_477,Jimmy Carter,0.2690954499660554,0.30233172808565767
478,5,Speech_478,Ronald Wilson Reagan,0.18731420123900083,0.1443097248706101
479,7,Speech_479,Jimmy Carter,0.23907142000222675,-0.3745745377139045
480,7,Speech_480,Jimmy Carter,0.5673649264235324,0.10964117650129232
481,1,Speech_481,Jimmy Carter,-0.4444172296203831,-0.013687621183128782
482,5,Speech_482,Ronald Wilson Reagan,0.1213274658113659,0.20355889530136018
483,5,Speech_483,Jimmy Carter,0.35606499700602307,0.28311195578559134
484,2,Speech_484,Jimmy Carter,0.35606499700603295,0.2831119557856015
485,3,Speech_485,Jimmy Carter,-0.1749546153672255,0.2454158154549463
486,3,Speech_486,Ronald Wilson Reagan,0.012721740670495873,0.1623695819759185
487,2,Speech_487,Ronald Wilson Reagan,0.5035168706084552,-0.0583214792031442
488,5,Speech_488,Ronald Wilson Reagan,0.47706395738333435,0.2523865596011963
489,3,Speech_489,Ronald Wilson Reagan,0.4394029814262533,-0.08913917849196826
490,5,Speech_490,Ronald Wilson Reagan,0.43806140137086375,0.04353236133924777
491,5,Speech_491,Ronald Wilson Reagan,0.47706395738334084,0.25238655960119805
492,2,Speech_492,Ronald Wilson Reagan,0.6332648581380965,-0.1921556769401719
493,7,Speech_493,Ronald Wilson Reagan,0.23563018075147604,0.44040836710814724
494,3,Speech_494,Ronald Wilson Reagan,0.12132746581136501,0.20355889530135832
495,5,Speech_495,Ronald Wilson Reagan,0.1768798319867614,0.1769088413092118
496,7,Speech_496,Ronald Wilson Reagan,0.015660111630660844,0.1592472019121825
497,7,Speech_497,Ronald Wilson Reagan,-0.1550355057175183,0.27288983808160766
498,7,Speech_498,Ronald Wilson Reagan,-0.2283067317294357,0.15132174428736994
499,5,Speech_499,Ronald Wilson Reagan,0.47706395738334906,0.2523865596012088
500,1,Speech_500,Ronald Wilson Reagan,-0.16885979334540743,0.0015256427866687926
501,1,Speech_501,Ronald Wilson Reagan,0.006957415187952391,0.28313678739634124
502,5,Speech_502,Ronald Wilson Reagan,0.3595634063846209,0.2289286505616196
503,5,Speech_503,Ronald Wilson Reagan,0.18003228750599023,0.044557834071158646
504,3,Speech_504,Ronald Wilson Reagan,0.09860145084623345,0.11414529834441701
505,7,Speech_505,Ronald Wilson Reagan,0.47401675176392866,0.15653215656262742
506,1,Speech_506,Ronald Wilson Reagan,0.2690954499660613,0.30233172808566416
507,7,Speech_507,Ronald Wilson Reagan,-0.1563968173486198,0.18637327847437124
508,1,Speech_508,Ronald Wilson Reagan,-0.15639681734855193,0.1863732784743849
509,3,Speech_509,Ronald Wilson Reagan,0.444612627522301,-0.09203593260915491
510,3,Speech_510,Ronald Wilson Reagan,-0.15889490417520413,0.5351630722248989
511,5,Speech_511,Ronald Wilson Reagan,0.18656228724664475,0.07129737830428458
512,3,Speech_512,Ronald Wilson Reagan,0.47706395738333696,0.2523865596012111
513,6,Speech_513,Ronald Wilson Reagan,-0.1588949038661574,0.5351630723165142
514,3,Speech_514,Ronald Wilson Reagan,-0.46850840974518293,0.03329636158333145
515,3,Speech_515,Ronald Wilson Reagan,-0.0307091073405078,0.4724363396437705
516,5,Speech_516,Ronald Wilson Reagan,0.35606499700603084,0.28311195578559833
517,2,Speech_517,Ronald Wilson Reagan,0.4726596554298103,0.18960633164676635
518,2,Speech_518,Ronald Wilson Reagan,-0.2583121371719006,0.45094002163622976
519,3,Speech_519,Ronald Wilson Reagan,0.1768798319867633,0.17690884130921378
520,5,Speech_520,Ronald Wilson Reagan,0.35606499700602445,0.28311195578559467
521,3,Speech_521,Ronald Wilson Reagan,-0.15889490417687743,0.535163072224421
522,7,Speech_522,Ronald Wilson Reagan,0.2356301807514744,0.44040836710814474
523,3,Speech_523,Ronald Wilson Reagan,-0.15889490390227698,0.5351630723057977
524,5,Speech_524,Ronald Wilson Reagan,0.3560649970060309,0.28311195578559833
525,1,Speech_525,Ronald Wilson Reagan,-0.4444172296203775,-0.013687621183153628
526,3,Speech_526,Ronald Wilson Reagan,0.1668990715708776,0.38540760729309714
527,7,Speech_527,Ronald Wilson Reagan,0.015006186932558395,0.5211803449879457
528,5,Speech_528,Ronald Wilson Reagan,0.4770639573833414,0.25238655960119905
529,5,Speech_529,Ronald Wilson Reagan,0.17687983198677015,0.17690884130922088
530,2,Speech_530,Ronald Wilson Reagan,0.3112412559364325,0.18945069214190602
531,7,Speech_531,Ronald Wilson Reagan,0.2356301807514781,0.44040836710815184
532,7,Speech_532,Ronald Wilson Reagan,0.015006186932515845,0.5211803449879332
533,7,Speech_533,Ronald Wilson Reagan,0.01500618693244965,0.5211803449879634
534,5,Speech_534,Ronald Wilson Reagan,0.07972186146036025,0.0034522384039796894
535,3,Speech_535,Ronald Wilson Reagan,0.03697938797168479,0.28390161213077375
536,5,Speech_536,Ronald Wilson Reagan,0.35606499700602434,0.28311195578559456
537,5,Speech_537,George H. W. Bush,0.356064997006027,0.28311195578559656
538,2,Speech_538,George H. W. Bush,0.6867986184905365,0.011483210951802459
539,7,Speech_539,Ronald Wilson Reagan,0.036979387971684825,0.283901612130765
540,3,Speech_540,Ronald Wilson Reagan,-0.1588949039300725,0.5351630722975755
541,7,Speech_541,Ronald Wilson Reagan,-0.2190104021181378,-0.003815411152933749
542,3,Speech_542,Ronald Wilson Reagan,0.2690954499660611,0.3023317280856636
543,3,Speech_543,George H. W. Bush,0.036070494439282334,0.2432929013136234
544,5,Speech_544,George H. W. Bush,0.27597833314606623,0.2582914486117828
545,7,Speech_545,George H. W. Bush,0.23563018075147435,0.4404083671081443
546,1,Speech_546,George H. W. Bush,0.09903583371920781,0.2497026656693288
547,5,Speech_547,George H. W. Bush,0.15402540165050058,0.4246004482553872
548,3,Speech_548,George H. W. Bush,0.25600547117337785,0.3962847664277061
549,1,Speech_549,George H. W. Bush,-0.030709107340508943,0.4724363396437745
550,5,Speech_550,George H. W. Bush,0.2690954499660526,0.3023317280856545
551,1,Speech_551,George H. W. Bush,0.015006186932540999,0.5211803449879393
552,5,Speech_552,George H. W. Bush,0.35606499700601674,0.28311195578558723
553,1,Speech_553,George H. W. Bush,-0.030709107340502584,0.47243633964371584
554,5,Speech_554,George H. W. Bush,0.275978333146089,0.25829144861180414
555,1,Speech_555,George H. W. Bush,-0.15639681734826455,0.18637327847444013
556,3,Speech_556,George H. W. Bush,0.1540254016505018,0.424600448255387
557,7,Speech_557,George H. W. Bush,0.11690866883538759,-0.49563205197792964
558,5,Speech_558,George H. W. Bush,0.2690954499660652,0.30233172808566844
559,5,Speech_559,George H. W. Bush,0.3816431818584828,0.2901972646694915
560,2,Speech_560,George H. W. Bush,0.47706395738336044,0.2523865596012093
561,1,Speech_561,George H. W. Bush,0.2944122217606802,0.4752314087079843
562,7,Speech_562,George H. W. Bush,0.23563018075147707,0.4404083671081499
563,1,Speech_563,George H. W. Bush,0.025644382080330298,0.24955810262893247
564,3,Speech_564,Bill Clinton,-0.049726464066444834,0.3077663588704526
565,2,Speech_565,Bill Clinton,0.4073341581664464,-0.3867002760226565
566,5,Speech_566,Bill Clinton,0.4770639573833194,0.25238655960118583
567,5,Speech_567,Bill Clinton,0.6463726059888202,-0.026355191118055593
568,5,Speech_568,Bill Clinton,0.4726596554298072,0.1896063316467682
569,3,Speech_569,Bill Clinton,-0.03070910734050439,0.47243633964373444
570,3,Speech_570,Bill Clinton,-0.18909292926898097,0.5939889824679522
571,3,Speech_571,Bill Clinton,-0.22830674588116676,0.15132176120055563
572,5,Speech_572,Bill Clinton,0.6463726059888443,-0.026355191117430257
573,1,Speech_573,Bill Clinton,0.15402540165050438,0.42460044825539567
574,5,Speech_574,Bill Clinton,0.47706395738332297,0.25238655960118955
575,5,Speech_575,Bill Clinton,0.31124125593671786,0.18945069214140386
576,5,Speech_576,Bill Clinton,0.23563018075148628,0.4404083671081676
577,3,Speech_577,Bill Clinton,0.25861923404501896,0.18138410194371485
578,3,Speech_578,Bill Clinton,0.015006186932451883,0.5211803449879797
579,5,Speech_579,Bill Clinton,0.4584053135395565,0.0628226741488263
580,3,Speech_580,Bill Clinton,0.3542309507506154,0.4787304562279995
581,5,Speech_581,Bill Clinton,0.4370505718637852,0.1041878051567874
582,3,Speech_582,Bill Clinton,0.4005570302712317,0.4036255505791114
583,1,Speech_583,Bill Clinton,0.15402540165050188,0.4246004482553898
584,3,Speech_584,Bill Clinton,0.15402540165049752,0.4246004482553774
585,5,Speech_585,Bill Clinton,0.7327607884669195,0.22844148057480085
586,3,Speech_586,Bill Clinton,0.4005570308384654,0.40362554994672145
587,5,Speech_587,Bill Clinton,0.35423095108811276,0.478730455932331
588,2,Speech_588,Bill Clinton,0.6867986184901778,0.011483210916031564
589,3,Speech_589,Bill Clinton,0.3542309510666689,0.4787304559511305
590,3,Speech_590,Bill Clinton,-0.04973174036882834,0.3077677245774729
591,5,Speech_591,Bill Clinton,0.4981261753315298,0.40140373791616935
592,3,Speech_592,Bill Clinton,0.20527309331570895,0.4893874168886627
593,5,Speech_593,Bill Clinton,0.7327621891368581,0.22843638178390696
594,5,Speech_594,Bill Clinton,0.5433994026291893,0.4023734769472229
595,3,Speech_595,Bill Clinton,0.23563018075147232,0.44040836710814074
596,3,Speech_596,Bill Clinton,0.17830743951133438,0.3218850858687348
597,3,Speech_597,Bill Clinton,-0.2536163716071905,0.555045041802508
598,5,Speech_598,Bill Clinton,0.5673649264235713,0.1096411765004617
599,1,Speech_599,Bill Clinton,-0.030709107340506775,0.4724363396437556
600,3,Speech_600,Bill Clinton,0.1540254016504976,0.42460044825537757
601,5,Speech_601,Bill Clinton,0.7327422239863212,0.22850904677482778
602,3,Speech_602,Bill Clinton,0.35423095050372655,0.4787304564442974
603,3,Speech_603,George W. Bush,-0.049731826982353455,0.30776774699781917
604,5,Speech_604,George W. Bush,0.47706395738333196,0.2523865596011969
605,5,Speech_605,George W. Bush,0.15402540165050246,0.424600448255391
606,5,Speech_606,George W. Bush,0.2944115946150212,0.47523201860129594
607,5,Speech_607,George W. Bush,0.031705539942166794,0.18011300315319786
608,3,Speech_608,George W. Bush,-0.38118219378477985,0.20795491544659925
609,5,Speech_609,George W. Bush,0.05157948902653335,0.15076283560289666
610,5,Speech_610,George W. Bush,0.051579489026536154,0.1507628356029059
611,5,Speech_611,George W. Bush,0.04391932981630123,0.043576026207564775
612,5,Speech_612,George W. Bush,0.26909544996605717,0.3023317280856595
613,1,Speech_613,George W. Bush,0.20527309331572505,0.4893874168886744
614,5,Speech_614,Barack Obama,0.20527309331584018,0.48938741688862075
615,3,Speech_615,Barack Obama,0.20527309331571728,0.48938741688867116
616,3,Speech_616,George W. Bush,-0.043927540956935025,0.29979205899314654
617,3,Speech_617,Barack Obama,0.03697938797168603,0.28390161213077303
618,5,Speech_618,Barack Obama,0.3836631547741184,0.21861458981963622
619,3,Speech_619,Barack Obama,0.05988640093031585,0.24430037141341943
620,5,Speech_620,Barack Obama,0.6463726059887863,-0.02635519111814422
621,5,Speech_621,Barack Obama,0.5664943500615168,0.022806762466848488
622,5,Speech_622,Barack Obama,0.4455903568035771,0.18510294236834682
623,3,Speech_623,Barack Obama,0.3542309509503126,0.47873045605303216
624,3,Speech_624,Barack Obama,-0.04973071650733407,0.30776745954947166
625,5,Speech_625,Barack Obama,0.2690954499660527,0.30233172808565434
626,2,Speech_626,Barack Obama,0.4370505718637838,0.10418780515678862
627,3,Speech_627,Barack Obama,-0.25361646303408264,0.5550449920100778
628,1,Speech_628,Donald Trump,0.2690954499660533,0.3023317280856553
629,5,Speech_629,Barack Obama,0.4370505718633133,0.10418780515862938
630,5,Speech_630,Donald Trump,0.26028910189969817,0.34419392568467744
631,5,Speech_631,Donald Trump,0.2602890491984963,0.34419394523107477
632,3,Speech_632,Barack Obama,-0.15889490417610722,0.5351630722246783
633,3,Speech_633,Donald Trump,0.3542309509610388,0.47873045604363457
634,3,Speech_634,Donald Trump,0.06413377247795357,-0.1367079818585405
635,3,Speech_635,Barack Obama,0.05988640093031764,0.2443003714134259
636,5,Speech_636,Donald Trump,0.19552915589990974,0.2696715346640439
637,3,Speech_637,Donald Trump,0.35423095071920024,0.47873045625553207
638,1,Speech_638,Donald Trump,0.006957415187952642,0.28313678739635
