index,post_screen_name,text_screen_name,content,test
0,IvankaTrump,IvankaTrump,Tweet,IvankaTrump
1,willripleyCNN,willripleyCNN,Tweet,willripleyCNN
3,Independent,Independent,Tweet,Independent
6,WhigsnTwigs,@ChadPergram:,RT,ChadPergram
11,karasskarim,@AndreHebron1,Tweet,AndreHebron1
12,karasskarim,@Suits_USA,Tweet,Suits_USA
13,karasskarim,@USA_Network,Tweet,USA_Network
17,DJTagainin2020,@ChadPergram:,RT,ChadPergram
25,StolenSweeties,@TIME:,RT,TIME
34,Meliorist59,@HornheadStudio:,RT,HornheadStudio
44,pitchblackcards,pitchblackcards,Tweet,pitchblackcards
55,CompuSOLVE,@CNET,Tweet,CNET
67,jjeuwiqum,@seulgifood:,RT,seulgifood
80,emmettknowlton,emmettknowlton,Tweet,emmettknowlton
94,DrJillGildeaGPS,@NMSHappyHawk:,RT,NMSHappyHawk
110,CarlEva691,@DOI_Tour:,RT,DOI_Tour
111,CarlEva691,@Olympics,RT,Olympics
112,CarlEva691,@…,RT,CarlEva691
128,davidpj70clark,@BritishArmy:,RT,BritishArmy
129,davidpj70clark,@…,RT,davidpj70clark
148,eazeee2004,@TeamUSA:,RT,TeamUSA
149,eazeee2004,@MaiaShibutani,RT,MaiaShibutani
150,eazeee2004,@AlexShibutani,RT,AlexShibutani
170,OlympicsView,OlympicsView,Tweet,OlympicsView
194,LaToyiaDennis,@lovelyluckylife:,RT,lovelyluckylife
219,Essexsteve78,@IntelGaming:,RT,IntelGaming
245,chimjimochi,@PentagonINA:,RT,PentagonINA
272,ayymackarena,@diceypineapples:,RT,diceypineapples
300,Bluesky_447,@Koreandogs:,RT,Koreandogs
329,ThomasSelbe,@SamanthaBusch,Tweet,SamanthaBusch
359,haileytotoro,@seulgifood:,RT,seulgifood
390,ChadPergram,ChadPergram,Tweet,ChadPergram
422,sarahloyd,sarahloyd,Tweet,sarahloyd
455,Best_Presents_,@intradue:,RT,intradue
490,jenpsht,@IntelGaming:,RT,IntelGaming
491,jenpsht,@Olympics,RT,Olympics
525,BenMurphyTV,@WCBD,Tweet,WCBD
562,MantisMazins,@YouTube,Tweet,YouTube
600,harrysawyers,@NYTmag,Tweet,NYTmag
640,lerma_pau,@DangeRussWilson:,RT,DangeRussWilson
641,lerma_pau,@Bose,RT,Bose
642,lerma_pau,@MikaelaShiffrin,RT,MikaelaShiffrin
643,lerma_pau,@USSKiTeam,RT,USSKiTeam
682,g_cruz5,@IntelGaming:,RT,IntelGaming
726,WS_Newz,WS_Newz,Tweet,WS_Newz
771,Sec_Summer,Sec_Summer,Tweet,Sec_Summer
817,POLSDenver,POLSDenver,Tweet,POLSDenver
864,Morr_1980,@DavidNakamura:,RT,DavidNakamura
913,LandBRPOAS,@BritishArmy:,RT,BritishArmy
914,LandBRPOAS,@…,RT,LandBRPOAS
962,__biaduarte,@TIME:,RT,TIME
1014,AndreHebron1,@karasskarim,Tweet,karasskarim
1015,AndreHebron1,@Suits_USA,Tweet,Suits_USA
1016,AndreHebron1,@USA_Network,Tweet,USA_Network
1067,GavetanhoCarlie,@TabloTV:,RT,TabloTV
1123,tecnolang,@IntelGaming:,RT,IntelGaming
1124,tecnolang,@Olympics,RT,Olympics
1179,Jerilynncolvin,@TIME:,RT,TIME
1237,Stephen_Gash,@FoxNews,Tweet,FoxNews
1297,tealtan,@sarambsimon,Tweet,sarambsimon
1298,tealtan,@_alastair,Tweet,_alastair
1299,tealtan,@albertsun,Tweet,albertsun
1359,tecnolang,@intel:,RT,intel
1360,tecnolang,@Olympics,RT,Olympics
1422,LeanBodyFormula,LeanBodyFormula,Tweet,LeanBodyFormula
1487,KARAwaDC,@Om7DCStan:,RT,Om7DCStan
1553,Autos_Agent,Autos_Agent,Tweet,Autos_Agent
1621,Rude4eyez_,@THR:,Tweet,THR
1622,Rude4eyez_,.@Lesdoggg,Tweet,Lesdoggg
1689,intradue,intradue,Tweet,intradue
1759,S_T_A_G,@IntelGaming:,RT,IntelGaming
1830,Kita___K,@TIME:,RT,TIME
1903,jkoufis9613,@SpyrosCapralos:,RT,SpyrosCapralos
1904,jkoufis9613,@beINSPORTS,RT,beINSPORTS
1905,jkoufis9613,@pyeongchang2018,RT,pyeongchang2018
1977,yennnaaaa913,@seulgifood:,RT,seulgifood
2053,syqau,syqau,Tweet,syqau
2131,bartoplayer,@Timbaxter1:,RT,Timbaxter1
2132,bartoplayer,@Samsung,RT,Samsung
2209,FashionablyCbus,FashionablyCbus,Tweet,FashionablyCbus
2289,Tawny2222,@DavidNakamura:,RT,DavidNakamura
2370,cutler18,@KeithFarmer18:,RT,KeithFarmer18
2452,timgreene207,@ericfisher:,RT,ericfisher
2535,myitim1,@bakerv801:,RT,bakerv801
2619,surijaan,@TIME:,RT,TIME
2704,panamworldnews,panamworldnews,Tweet,panamworldnews
2790,jxngpinkeu,@seulgifood:,RT,seulgifood
2877,timmshady,timmshady,Tweet,timmshady
2965,conciergelive,@Olympics,Tweet,Olympics
3054,dlazar13,@Olympics,Tweet,Olympics
3144,purplerenes,@seulgifood:,RT,seulgifood
3235,CatholicRegistr,CatholicRegistr,Tweet,CatholicRegistr
3327,MeganCulley,@TIME:,RT,TIME
3421,athleticsEHS,@allisonsross:,RT,allisonsross
3422,athleticsEHS,@EasternHSMedia,RT,EasternHSMedia
3423,athleticsEHS,@athleticsEHS…,RT,athleticsEHS
3516,FWCII,@nytimes:,RT,nytimes
3613,ecobackpackers,@AnitaHendrieka:,RT,AnitaHendrieka
3711,patton_amye,@VanityFair:,RT,VanityFair
3810,nirregev,@MikaelaShiffrin…,Tweet,MikaelaShiffrin
3910,AndreaW28925929,@TIME:,RT,TIME
4011,jen_e_fur17,@diceypineapples:,RT,diceypineapples
4114,_TechNerdEnt_,@IntelGaming:,RT,IntelGaming
4115,_TechNerdEnt_,@Olympics,RT,Olympics
4217,cslatersr,@DavidNakamura:,RT,DavidNakamura
4323,fuwayuzupi,@NBCSportsPR:,RT,NBCSportsPR
4324,fuwayuzupi,.@taralipinski,RT,taralipinski
4325,fuwayuzupi,@JohnnyGWeir,RT,JohnnyGWeir
4430,Timbaxter1,@Samsung,Tweet,Samsung
4539,justlikenature,@TIME:,RT,TIME
4649,PoliticsUSTD,@NPRmelissablock:,RT,NPRmelissablock
4760,ciudadanourbano,@TIME:,RT,TIME
4872,IceHockey_Newz,IceHockey_Newz,Tweet,IceHockey_Newz
4986,mrstserc,@NBCSportsPR:,RT,NBCSportsPR
4987,mrstserc,.@taralipinski,RT,taralipinski
4988,mrstserc,@JohnnyGWeir,RT,JohnnyGWeir
5101,ScottGMartyn,@farekg:,RT,farekg
5218,NPRextra,@NPRmelissablock:,RT,NPRmelissablock
5336,TimurMaskayev,TimurMaskayev,Tweet,TimurMaskayev
5455,BorissDoza,@AlphaBravoUSA:,RT,AlphaBravoUSA
5575,cgirard,@TIME:,RT,TIME
5696,obregon_aj,@TIME:,RT,TIME
5818,sarahndipitydu,@NYTmag:,RT,NYTmag
5941,regcoral,@TIME:,RT,TIME
6065,Nathan_Micallef,@Channel7,Tweet,Channel7
6190,myongaji,@DavidNakamura:,RT,DavidNakamura
6316,Blooming_HL,@ABC:,RT,ABC
6443,_keithmorgan,@denverpost,Tweet,denverpost
6571,Susie_Soapsuds,@AngrierWHStaff,Tweet,AngrierWHStaff
6700,IvankaTrump,IvankaTrump,Tweet,IvankaTrump
6830,willripleyCNN,willripleyCNN,Tweet,willripleyCNN
6961,Independent,Independent,Tweet,Independent
7093,slh2813,@ChadPergram:,RT,ChadPergram
7226,WhigsnTwigs,@ChadPergram:,RT,ChadPergram
7361,karasskarim,@AndreHebron1,Tweet,AndreHebron1
7362,karasskarim,@Suits_USA,Tweet,Suits_USA
7363,karasskarim,@USA_Network,Tweet,USA_Network
7497,DJTagainin2020,@ChadPergram:,RT,ChadPergram
7635,StolenSweeties,@TIME:,RT,TIME
7774,Meliorist59,@HornheadStudio:,RT,HornheadStudio
7914,pitchblackcards,pitchblackcards,Tweet,pitchblackcards
8055,CompuSOLVE,@CNET,Tweet,CNET
8197,jjeuwiqum,@seulgifood:,RT,seulgifood
8340,emmettknowlton,emmettknowlton,Tweet,emmettknowlton
8484,DrJillGildeaGPS,@NMSHappyHawk:,RT,NMSHappyHawk
8630,CarlEva691,@DOI_Tour:,RT,DOI_Tour
8631,CarlEva691,@Olympics,RT,Olympics
8632,CarlEva691,@…,RT,CarlEva691
8778,davidpj70clark,@BritishArmy:,RT,BritishArmy
8779,davidpj70clark,@…,RT,davidpj70clark
8928,eazeee2004,@TeamUSA:,RT,TeamUSA
8929,eazeee2004,@MaiaShibutani,RT,MaiaShibutani
8930,eazeee2004,@AlexShibutani,RT,AlexShibutani
9080,OlympicsView,OlympicsView,Tweet,OlympicsView
9234,LaToyiaDennis,@lovelyluckylife:,RT,lovelyluckylife
9389,Essexsteve78,@IntelGaming:,RT,IntelGaming
9545,chimjimochi,@PentagonINA:,RT,PentagonINA
9702,ayymackarena,@diceypineapples:,RT,diceypineapples
9860,Bluesky_447,@Koreandogs:,RT,Koreandogs
10019,ThomasSelbe,@SamanthaBusch,Tweet,SamanthaBusch
10179,haileytotoro,@seulgifood:,RT,seulgifood
10340,ChadPergram,ChadPergram,Tweet,ChadPergram
10502,sarahloyd,sarahloyd,Tweet,sarahloyd
10665,Best_Presents_,@intradue:,RT,intradue
10830,jenpsht,@IntelGaming:,RT,IntelGaming
10831,jenpsht,@Olympics,RT,Olympics
10995,BenMurphyTV,@WCBD,Tweet,WCBD
11162,MantisMazins,@YouTube,Tweet,YouTube
11330,harrysawyers,@NYTmag,Tweet,NYTmag
11500,lerma_pau,@DangeRussWilson:,RT,DangeRussWilson
11501,lerma_pau,@Bose,RT,Bose
11502,lerma_pau,@MikaelaShiffrin,RT,MikaelaShiffrin
11503,lerma_pau,@USSKiTeam,RT,USSKiTeam
11672,g_cruz5,@IntelGaming:,RT,IntelGaming
11846,WS_Newz,WS_Newz,Tweet,WS_Newz
12021,Sec_Summer,Sec_Summer,Tweet,Sec_Summer
12197,POLSDenver,POLSDenver,Tweet,POLSDenver
12374,Morr_1980,@DavidNakamura:,RT,DavidNakamura
12553,LandBRPOAS,@BritishArmy:,RT,BritishArmy
12554,LandBRPOAS,@…,RT,LandBRPOAS
12732,__biaduarte,@TIME:,RT,TIME
12914,AndreHebron1,@karasskarim,Tweet,karasskarim
12915,AndreHebron1,@Suits_USA,Tweet,Suits_USA
12916,AndreHebron1,@USA_Network,Tweet,USA_Network
13097,GavetanhoCarlie,@TabloTV:,RT,TabloTV
13283,tecnolang,@IntelGaming:,RT,IntelGaming
13284,tecnolang,@Olympics,RT,Olympics
13469,Jerilynncolvin,@TIME:,RT,TIME
13657,Stephen_Gash,@FoxNews,Tweet,FoxNews
13847,tealtan,@sarambsimon,Tweet,sarambsimon
13848,tealtan,@_alastair,Tweet,_alastair
13849,tealtan,@albertsun,Tweet,albertsun
14039,tecnolang,@intel:,RT,intel
14040,tecnolang,@Olympics,RT,Olympics
14232,LeanBodyFormula,LeanBodyFormula,Tweet,LeanBodyFormula
14427,KARAwaDC,@Om7DCStan:,RT,Om7DCStan
14623,Autos_Agent,Autos_Agent,Tweet,Autos_Agent
14821,Rude4eyez_,@THR:,Tweet,THR
14822,Rude4eyez_,.@Lesdoggg,Tweet,Lesdoggg
15019,intradue,intradue,Tweet,intradue
15219,S_T_A_G,@IntelGaming:,RT,IntelGaming
15420,Kita___K,@TIME:,RT,TIME
15623,jkoufis9613,@SpyrosCapralos:,RT,SpyrosCapralos
15624,jkoufis9613,@beINSPORTS,RT,beINSPORTS
15625,jkoufis9613,@pyeongchang2018,RT,pyeongchang2018
15827,yennnaaaa913,@seulgifood:,RT,seulgifood
16033,syqau,syqau,Tweet,syqau
16241,bartoplayer,@Timbaxter1:,RT,Timbaxter1
16242,bartoplayer,@Samsung,RT,Samsung
16449,FashionablyCbus,FashionablyCbus,Tweet,FashionablyCbus
16659,Tawny2222,@DavidNakamura:,RT,DavidNakamura
16870,cutler18,@KeithFarmer18:,RT,KeithFarmer18
17082,timgreene207,@ericfisher:,RT,ericfisher
17295,myitim1,@bakerv801:,RT,bakerv801
17509,surijaan,@TIME:,RT,TIME
17724,panamworldnews,panamworldnews,Tweet,panamworldnews
17940,jxngpinkeu,@seulgifood:,RT,seulgifood
18157,timmshady,timmshady,Tweet,timmshady
18375,conciergelive,@Olympics,Tweet,Olympics
18594,dlazar13,@Olympics,Tweet,Olympics
18814,purplerenes,@seulgifood:,RT,seulgifood
19035,CatholicRegistr,CatholicRegistr,Tweet,CatholicRegistr
19257,MeganCulley,@TIME:,RT,TIME
19481,athleticsEHS,@allisonsross:,RT,allisonsross
19482,athleticsEHS,@EasternHSMedia,RT,EasternHSMedia
19483,athleticsEHS,@athleticsEHS…,RT,athleticsEHS
19706,FWCII,@nytimes:,RT,nytimes
19933,ecobackpackers,@AnitaHendrieka:,RT,AnitaHendrieka
20161,patton_amye,@VanityFair:,RT,VanityFair
20390,nirregev,@MikaelaShiffrin…,Tweet,MikaelaShiffrin
20620,AndreaW28925929,@TIME:,RT,TIME
20851,jen_e_fur17,@diceypineapples:,RT,diceypineapples
21084,_TechNerdEnt_,@IntelGaming:,RT,IntelGaming
21085,_TechNerdEnt_,@Olympics,RT,Olympics
21317,cslatersr,@DavidNakamura:,RT,DavidNakamura
21553,fuwayuzupi,@NBCSportsPR:,RT,NBCSportsPR
21554,fuwayuzupi,.@taralipinski,RT,taralipinski
21555,fuwayuzupi,@JohnnyGWeir,RT,JohnnyGWeir
21790,Timbaxter1,@Samsung,Tweet,Samsung
22029,justlikenature,@TIME:,RT,TIME
22269,PoliticsUSTD,@NPRmelissablock:,RT,NPRmelissablock
22510,ciudadanourbano,@TIME:,RT,TIME
22752,IceHockey_Newz,IceHockey_Newz,Tweet,IceHockey_Newz
22996,mrstserc,@NBCSportsPR:,RT,NBCSportsPR
22997,mrstserc,.@taralipinski,RT,taralipinski
22998,mrstserc,@JohnnyGWeir,RT,JohnnyGWeir
23241,ScottGMartyn,@farekg:,RT,farekg
23488,NPRextra,@NPRmelissablock:,RT,NPRmelissablock
23736,TimurMaskayev,TimurMaskayev,Tweet,TimurMaskayev
23985,BorissDoza,@AlphaBravoUSA:,RT,AlphaBravoUSA
24235,cgirard,@TIME:,RT,TIME
24486,obregon_aj,@TIME:,RT,TIME
24738,sarahndipitydu,@NYTmag:,RT,NYTmag
24991,regcoral,@TIME:,RT,TIME
25245,Nathan_Micallef,@Channel7,Tweet,Channel7
25500,myongaji,@DavidNakamura:,RT,DavidNakamura
25756,Blooming_HL,@ABC:,RT,ABC
26013,_keithmorgan,@denverpost,Tweet,denverpost
26271,IvankaTrump,IvankaTrump,Tweet,IvankaTrump
26530,willripleyCNN,willripleyCNN,Tweet,willripleyCNN
26790,Independent,Independent,Tweet,Independent
27051,usatodaysports,usatodaysports,Tweet,usatodaysports
27313,sjhsje0610,@Om7DCStan:,RT,Om7DCStan
27576,slh2813,@ChadPergram:,RT,ChadPergram
27840,WhigsnTwigs,@ChadPergram:,RT,ChadPergram
28106,karasskarim,@AndreHebron1,Tweet,AndreHebron1
28107,karasskarim,@Suits_USA,Tweet,Suits_USA
28108,karasskarim,@USA_Network,Tweet,USA_Network
28373,DJTagainin2020,@ChadPergram:,RT,ChadPergram
28642,StolenSweeties,@TIME:,RT,TIME
28912,Meliorist59,@HornheadStudio:,RT,HornheadStudio
29183,pitchblackcards,pitchblackcards,Tweet,pitchblackcards
29455,CompuSOLVE,@CNET,Tweet,CNET
29728,jjeuwiqum,@seulgifood:,RT,seulgifood
30002,emmettknowlton,emmettknowlton,Tweet,emmettknowlton
30277,DrJillGildeaGPS,@NMSHappyHawk:,RT,NMSHappyHawk
30554,CarlEva691,@DOI_Tour:,RT,DOI_Tour
30555,CarlEva691,@Olympics,RT,Olympics
30556,CarlEva691,@…,RT,CarlEva691
30833,davidpj70clark,@BritishArmy:,RT,BritishArmy
30834,davidpj70clark,@…,RT,davidpj70clark
31114,eazeee2004,@TeamUSA:,RT,TeamUSA
31115,eazeee2004,@MaiaShibutani,RT,MaiaShibutani
31116,eazeee2004,@AlexShibutani,RT,AlexShibutani
31397,OlympicsView,OlympicsView,Tweet,OlympicsView
31682,LaToyiaDennis,@lovelyluckylife:,RT,lovelyluckylife
31968,Essexsteve78,@IntelGaming:,RT,IntelGaming
32255,chimjimochi,@PentagonINA:,RT,PentagonINA
32543,ayymackarena,@diceypineapples:,RT,diceypineapples
32832,Bluesky_447,@Koreandogs:,RT,Koreandogs
33122,ThomasSelbe,@SamanthaBusch,Tweet,SamanthaBusch
33413,haileytotoro,@seulgifood:,RT,seulgifood
33705,ChadPergram,ChadPergram,Tweet,ChadPergram
33998,sarahloyd,sarahloyd,Tweet,sarahloyd
34292,Best_Presents_,@intradue:,RT,intradue
34588,jenpsht,@IntelGaming:,RT,IntelGaming
34589,jenpsht,@Olympics,RT,Olympics
34884,BenMurphyTV,@WCBD,Tweet,WCBD
35182,MantisMazins,@YouTube,Tweet,YouTube
35481,harrysawyers,@NYTmag,Tweet,NYTmag
35782,lerma_pau,@DangeRussWilson:,RT,DangeRussWilson
35783,lerma_pau,@Bose,RT,Bose
35784,lerma_pau,@MikaelaShiffrin,RT,MikaelaShiffrin
35785,lerma_pau,@USSKiTeam,RT,USSKiTeam
36085,g_cruz5,@IntelGaming:,RT,IntelGaming
36390,WS_Newz,WS_Newz,Tweet,WS_Newz
36696,Sec_Summer,Sec_Summer,Tweet,Sec_Summer
37003,POLSDenver,POLSDenver,Tweet,POLSDenver
37311,Morr_1980,@DavidNakamura:,RT,DavidNakamura
37621,LandBRPOAS,@BritishArmy:,RT,BritishArmy
37622,LandBRPOAS,@…,RT,LandBRPOAS
37931,__biaduarte,@TIME:,RT,TIME
38244,AndreHebron1,@karasskarim,Tweet,karasskarim
38245,AndreHebron1,@Suits_USA,Tweet,Suits_USA
38246,AndreHebron1,@USA_Network,Tweet,USA_Network
38558,GavetanhoCarlie,@TabloTV:,RT,TabloTV
38875,tecnolang,@IntelGaming:,RT,IntelGaming
38876,tecnolang,@Olympics,RT,Olympics
39192,Jerilynncolvin,@TIME:,RT,TIME
39511,Stephen_Gash,@FoxNews,Tweet,FoxNews
39832,tealtan,@sarambsimon,Tweet,sarambsimon
39833,tealtan,@_alastair,Tweet,_alastair
39834,tealtan,@albertsun,Tweet,albertsun
40155,tecnolang,@intel:,RT,intel
40156,tecnolang,@Olympics,RT,Olympics
40479,LeanBodyFormula,LeanBodyFormula,Tweet,LeanBodyFormula
40805,KARAwaDC,@Om7DCStan:,RT,Om7DCStan
41132,Autos_Agent,Autos_Agent,Tweet,Autos_Agent
41461,Rude4eyez_,@THR:,Tweet,THR
41462,Rude4eyez_,.@Lesdoggg,Tweet,Lesdoggg
41790,intradue,intradue,Tweet,intradue
42121,S_T_A_G,@IntelGaming:,RT,IntelGaming
42453,Kita___K,@TIME:,RT,TIME
42787,jkoufis9613,@SpyrosCapralos:,RT,SpyrosCapralos
42788,jkoufis9613,@beINSPORTS,RT,beINSPORTS
42789,jkoufis9613,@pyeongchang2018,RT,pyeongchang2018
43122,yennnaaaa913,@seulgifood:,RT,seulgifood
43459,syqau,syqau,Tweet,syqau
43798,bartoplayer,@Timbaxter1:,RT,Timbaxter1
43799,bartoplayer,@Samsung,RT,Samsung
44137,FashionablyCbus,FashionablyCbus,Tweet,FashionablyCbus
44478,Tawny2222,@DavidNakamura:,RT,DavidNakamura
44820,cutler18,@KeithFarmer18:,RT,KeithFarmer18
45163,timgreene207,@ericfisher:,RT,ericfisher
45507,myitim1,@bakerv801:,RT,bakerv801
45852,surijaan,@TIME:,RT,TIME
46198,panamworldnews,panamworldnews,Tweet,panamworldnews
46545,jxngpinkeu,@seulgifood:,RT,seulgifood
46893,timmshady,timmshady,Tweet,timmshady
47242,conciergelive,@Olympics,Tweet,Olympics
47592,dlazar13,@Olympics,Tweet,Olympics
47943,purplerenes,@seulgifood:,RT,seulgifood
48295,CatholicRegistr,CatholicRegistr,Tweet,CatholicRegistr
48648,MeganCulley,@TIME:,RT,TIME
49003,athleticsEHS,@allisonsross:,RT,allisonsross
49004,athleticsEHS,@EasternHSMedia,RT,EasternHSMedia
49005,athleticsEHS,@athleticsEHS…,RT,athleticsEHS
49359,FWCII,@nytimes:,RT,nytimes
49717,ecobackpackers,@AnitaHendrieka:,RT,AnitaHendrieka
50076,patton_amye,@VanityFair:,RT,VanityFair
50436,nirregev,@MikaelaShiffrin…,Tweet,MikaelaShiffrin
50797,AndreaW28925929,@TIME:,RT,TIME
51159,jen_e_fur17,@diceypineapples:,RT,diceypineapples
51523,_TechNerdEnt_,@IntelGaming:,RT,IntelGaming
51524,_TechNerdEnt_,@Olympics,RT,Olympics
51887,cslatersr,@DavidNakamura:,RT,DavidNakamura
52254,fuwayuzupi,@NBCSportsPR:,RT,NBCSportsPR
52255,fuwayuzupi,.@taralipinski,RT,taralipinski
52256,fuwayuzupi,@JohnnyGWeir,RT,JohnnyGWeir
52622,Timbaxter1,@Samsung,Tweet,Samsung
52992,justlikenature,@TIME:,RT,TIME
53363,PoliticsUSTD,@NPRmelissablock:,RT,NPRmelissablock
53735,ciudadanourbano,@TIME:,RT,TIME
54108,IceHockey_Newz,IceHockey_Newz,Tweet,IceHockey_Newz
54483,mrstserc,@NBCSportsPR:,RT,NBCSportsPR
54484,mrstserc,.@taralipinski,RT,taralipinski
54485,mrstserc,@JohnnyGWeir,RT,JohnnyGWeir
54859,ScottGMartyn,@farekg:,RT,farekg
55237,NPRextra,@NPRmelissablock:,RT,NPRmelissablock
55616,TimurMaskayev,TimurMaskayev,Tweet,TimurMaskayev
55996,BorissDoza,@AlphaBravoUSA:,RT,AlphaBravoUSA
56377,cgirard,@TIME:,RT,TIME
56759,obregon_aj,@TIME:,RT,TIME
57142,sarahndipitydu,@NYTmag:,RT,NYTmag
57526,regcoral,@TIME:,RT,TIME
57911,Nathan_Micallef,@Channel7,Tweet,Channel7
58297,myongaji,@DavidNakamura:,RT,DavidNakamura
58684,IvankaTrump,IvankaTrump,Tweet,IvankaTrump
59072,willripleyCNN,willripleyCNN,Tweet,willripleyCNN
59461,Independent,Independent,Tweet,Independent
59851,usatodaysports,usatodaysports,Tweet,usatodaysports
60242,sjhsje0610,@Om7DCStan:,RT,Om7DCStan
60634,slh2813,@ChadPergram:,RT,ChadPergram
61027,WhigsnTwigs,@ChadPergram:,RT,ChadPergram
61422,karasskarim,@AndreHebron1,Tweet,AndreHebron1
61423,karasskarim,@Suits_USA,Tweet,Suits_USA
61424,karasskarim,@USA_Network,Tweet,USA_Network
61818,DJTagainin2020,@ChadPergram:,RT,ChadPergram
62216,StolenSweeties,@TIME:,RT,TIME
62615,Meliorist59,@HornheadStudio:,RT,HornheadStudio
63015,pitchblackcards,pitchblackcards,Tweet,pitchblackcards
63416,CompuSOLVE,@CNET,Tweet,CNET
63818,jjeuwiqum,@seulgifood:,RT,seulgifood
64221,emmettknowlton,emmettknowlton,Tweet,emmettknowlton
64625,DrJillGildeaGPS,@NMSHappyHawk:,RT,NMSHappyHawk
65031,CarlEva691,@DOI_Tour:,RT,DOI_Tour
65032,CarlEva691,@Olympics,RT,Olympics
65033,CarlEva691,@…,RT,CarlEva691
65439,davidpj70clark,@BritishArmy:,RT,BritishArmy
65440,davidpj70clark,@…,RT,davidpj70clark
65849,eazeee2004,@TeamUSA:,RT,TeamUSA
65850,eazeee2004,@MaiaShibutani,RT,MaiaShibutani
65851,eazeee2004,@AlexShibutani,RT,AlexShibutani
66261,OlympicsView,OlympicsView,Tweet,OlympicsView
66675,LaToyiaDennis,@lovelyluckylife:,RT,lovelyluckylife
67090,Essexsteve78,@IntelGaming:,RT,IntelGaming
67506,chimjimochi,@PentagonINA:,RT,PentagonINA
67923,ayymackarena,@diceypineapples:,RT,diceypineapples
68341,Bluesky_447,@Koreandogs:,RT,Koreandogs
68760,ThomasSelbe,@SamanthaBusch,Tweet,SamanthaBusch
69180,haileytotoro,@seulgifood:,RT,seulgifood
69601,ChadPergram,ChadPergram,Tweet,ChadPergram
70023,sarahloyd,sarahloyd,Tweet,sarahloyd
70446,Best_Presents_,@intradue:,RT,intradue
70871,jenpsht,@IntelGaming:,RT,IntelGaming
70872,jenpsht,@Olympics,RT,Olympics
71296,BenMurphyTV,@WCBD,Tweet,WCBD
71723,MantisMazins,@YouTube,Tweet,YouTube
72151,harrysawyers,@NYTmag,Tweet,NYTmag
72581,lerma_pau,@DangeRussWilson:,RT,DangeRussWilson
72582,lerma_pau,@Bose,RT,Bose
72583,lerma_pau,@MikaelaShiffrin,RT,MikaelaShiffrin
72584,lerma_pau,@USSKiTeam,RT,USSKiTeam
73013,g_cruz5,@IntelGaming:,RT,IntelGaming
73447,WS_Newz,WS_Newz,Tweet,WS_Newz
73882,Sec_Summer,Sec_Summer,Tweet,Sec_Summer
74318,POLSDenver,POLSDenver,Tweet,POLSDenver
74755,Morr_1980,@DavidNakamura:,RT,DavidNakamura
75194,LandBRPOAS,@BritishArmy:,RT,BritishArmy
75195,LandBRPOAS,@…,RT,LandBRPOAS
75633,__biaduarte,@TIME:,RT,TIME
76075,AndreHebron1,@karasskarim,Tweet,karasskarim
76076,AndreHebron1,@Suits_USA,Tweet,Suits_USA
76077,AndreHebron1,@USA_Network,Tweet,USA_Network
76518,GavetanhoCarlie,@TabloTV:,RT,TabloTV
76964,tecnolang,@IntelGaming:,RT,IntelGaming
76965,tecnolang,@Olympics,RT,Olympics
77410,Jerilynncolvin,@TIME:,RT,TIME
77858,Stephen_Gash,@FoxNews,Tweet,FoxNews
78308,tealtan,@sarambsimon,Tweet,sarambsimon
78309,tealtan,@_alastair,Tweet,_alastair
78310,tealtan,@albertsun,Tweet,albertsun
78760,tecnolang,@intel:,RT,intel
78761,tecnolang,@Olympics,RT,Olympics
79213,LeanBodyFormula,LeanBodyFormula,Tweet,LeanBodyFormula
79668,KARAwaDC,@Om7DCStan:,RT,Om7DCStan
80124,Autos_Agent,Autos_Agent,Tweet,Autos_Agent
80582,Rude4eyez_,@THR:,Tweet,THR
80583,Rude4eyez_,.@Lesdoggg,Tweet,Lesdoggg
81040,intradue,intradue,Tweet,intradue
81500,S_T_A_G,@IntelGaming:,RT,IntelGaming
81961,Kita___K,@TIME:,RT,TIME
82424,jkoufis9613,@SpyrosCapralos:,RT,SpyrosCapralos
82425,jkoufis9613,@beINSPORTS,RT,beINSPORTS
82426,jkoufis9613,@pyeongchang2018,RT,pyeongchang2018
82888,yennnaaaa913,@seulgifood:,RT,seulgifood
83354,syqau,syqau,Tweet,syqau
83822,bartoplayer,@Timbaxter1:,RT,Timbaxter1
83823,bartoplayer,@Samsung,RT,Samsung
84290,FashionablyCbus,FashionablyCbus,Tweet,FashionablyCbus
84760,Tawny2222,@DavidNakamura:,RT,DavidNakamura
85231,cutler18,@KeithFarmer18:,RT,KeithFarmer18
85703,timgreene207,@ericfisher:,RT,ericfisher
86176,myitim1,@bakerv801:,RT,bakerv801
86650,surijaan,@TIME:,RT,TIME
87125,panamworldnews,panamworldnews,Tweet,panamworldnews
87601,jxngpinkeu,@seulgifood:,RT,seulgifood
88078,timmshady,timmshady,Tweet,timmshady
88556,conciergelive,@Olympics,Tweet,Olympics
89035,dlazar13,@Olympics,Tweet,Olympics
89515,purplerenes,@seulgifood:,RT,seulgifood
89996,CatholicRegistr,CatholicRegistr,Tweet,CatholicRegistr
90478,MeganCulley,@TIME:,RT,TIME
90962,athleticsEHS,@allisonsross:,RT,allisonsross
90963,athleticsEHS,@EasternHSMedia,RT,EasternHSMedia
90964,athleticsEHS,@athleticsEHS…,RT,athleticsEHS
91447,FWCII,@nytimes:,RT,nytimes
